あおいやま	1924	1924	6086	碧山
あおぞら	1924	1924	6534	碧天
あかつきたろう	1922	1922	6433	暁太郎
あきせやま	1924	1924	6479	明瀬山
あきのやま	1924	1924	7818	安芸乃山
あきひろ	1923	1923	6777	哲博
あきまさ	1923	1923	7975	晃匡
あきら	1923	1923	4773	瞳
あくあ	1924	1924	6195	天空海
あけよし	1923	1923	6281	明義
あさうえの	1924	1924	8102	朝上野
あさこうき	1924	1924	7630	朝興貴
あさしょうりゅう	1924	1924	4900	朝青龍
あさしょうりゅうあきのり	1922	1922	5933	朝青龍明徳
あさせきりゅう	1924	1924	6367	朝赤龍
あさてんまい	1924	1924	7480	朝天舞
あさのしま	1924	1924	7644	朝ノ島
あさのじょう	1924	1924	7844	朝乃丈
あさひしょう	1924	1924	6764	旭日松
あさべんけい	1924	1924	6991	朝弁慶
あずまさと	1924	1924	7365	東里
あずましょう	1924	1924	6362	東翔
あずまなみ	1924	1924	7627	東浪
あずまひかり	1924	1924	6042	東輝
あずまやま	1924	1924	4802	東山
あずまりゅう	1924	1924	5656	東龍
あたる	1923	1923	5510	充
あび	1924	1924	5351	阿炎
あまのしま	1924	1924	8266	海士の島
あまみだけ	1924	1924	7925	奄美岳
あみにしき	1924	1924	5865	安美錦
あむうる	1924	1924	6771	阿夢露
あらわし	1924	1924	5732	荒鷲
いしうらまさかつ	1922	1922	6602	石浦将勝
いしはらやま	1924	1924	7899	石原山
いせのはな	1924	1924	7904	伊勢ノ花
いたこざくら	1924	1924	8040	潮来桜
いちかぜ	1923	1923	6892	一風
いちのじょう	1924	1924	5614	逸ノ城
いちのじょうたかし	1922	1922	6808	逸ノ城駿
いちりき	1923	1923	5923	一力
いわさきたくや	1922	1922	6790	岩崎拓也
うるとら	1924	1924	7794	宇瑠虎
えちぜんやま	1924	1924	7875	越前山
えびすまる	1924	1924	6500	恵比寿丸
えんどうしょうた	1922	1922	5927	遠藤聖大
おうのしょう	1924	1924	5786	阿武咲
おうのしょうふみや	1922	1922	6960	阿武咲奎也
おおあずま	1924	1924	8015	巨東
おおいわと	1924	1924	7044	大岩戸
おおくにやま	1924	1924	7962	大国山
おおくま	1924	1924	8165	太熊
おおすなあらし	1924	1924	6210	大砂嵐
おおせうみ	1924	1924	8009	大瀬海
おおたかやま	1924	1924	7909	大鷹山
おおなみわたる	1922	1922	6799	大波渡
おおろら	1924	1924	7155	大露羅
おきのいわ	1924	1924	7413	隠岐の岩
おきのうみ	1924	1924	5818	隠岐の海
おきのふじ	1924	1924	7831	隠岐の富士
おにあらし	1924	1924	7575	鬼嵐
おばまうみ	1924	1924	7111	小浜海
かいしょう	1924	1924	8156	魁将
かいせい	1924	1924	6055	魁聖
かいと	1924	1924	6334	魁渡
かいのわか	1924	1924	8236	魁ノ若
