あぁ	2590	2590	5061	アァ
あい	1852	1852	4604	アイ
あいあい	1852	1852	6792	アイアイ
あいか	1923	1923	5130	アイカ
あいき	1852	1852	7796	アイキ
あいさつ	1842	1842	7186	アイサツ
あいせる	680	680	6470	アイセル
あいな	2392	2392	5209	アイナ
あいにく	16	16	7584	アイニク
あいまい	1932	1932	7041	アイマイ
あいや	1930	1930	5500	アイヤ
あいら	1925	1925	4561	アイラ
あいり	1923	1923	5228	アイリ
あお	1852	1852	5619	アオ
あおおに	1852	1852	8581	アオオニ
あおしま	1924	1924	4905	アオシマ
あおじ	1852	1852	6864	アオジ
あおたけ	1925	1925	6972	アオタケ
あおっ	841	841	7698	アオッ
あおにさい	1852	1852	9298	アオニサイ
あおまつ	1924	1924	7393	アオマツ
あおみ	1924	1924	6901	アオミ
あおもり	1925	1925	6517	アオモリ
あおり	1852	1852	5572	アオリ
あおん	841	841	8413	アオン
あかご	1852	1852	9223	アカゴ
あかしゃ	834	834	4707	アカシャ
あかちゃんほんぽ	1930	1930	4627	アカチャンホンポ
あかぶ	1925	1925	7601	アカブ
あかべ	1924	1924	7114	アカベ
あかま	1924	1924	6635	アカマ
あかみず	1925	1925	7106	アカミズ
あかり	1923	1923	4639	アカリ
あかるい	2424	2424	7195	アカルイ
あかん	2590	2590	3438	アカン
あかんぼう	1852	1852	8641	アカンボウ
あき	1852	1852	5811	アキ
あきくさ	1852	1852	8013	アキクサ
あきす	1852	1852	8718	アキス
あきひさ	1923	1923	7381	アキヒサ
あきめ	1925	1925	8771	アキメ
あきや	1852	1852	8427	アキヤ
あきよし	1924	1924	6688	アキヨシ
あきらか	1932	1932	7790	アキラカ
あぎと	1852	1852	6292	アギト
あくえん	1852	1852	8697	アクエン
あくせく	1842	1842	7917	アクセク
あくび	1842	1842	6687	アクビ
あくま	1852	1852	6843	アクマ
あくわ	1925	1925	7708	アクワ
あぐに	1925	1925	5199	アグニ
あぐら	1852	1852	6922	アグラ
あけくれ	701	701	10656	アケクレ
あけぼの	1925	1925	5802	アケボノ
あこ	1923	1923	4595	アコ
あこう	1925	1925	4712	アコウ
あこがれ	701	701	7590	アコガレ
あこぎ	1932	1932	5157	アコギ
あこや	1925	1925	5029	アコヤ
あご	1852	1852	5478	アゴ
あごう	1924	1924	7638	アゴウ
あさくさ	1925	1925	6207	アサクサ
あさはか	1932	1932	7875	アサハカ
あさまし	2460	2460	7339	アサマシ
あさやけ	1852	1852	8692	アサヤケ
あしあと	1852	1852	8597	アシアト
あしなが	1852	1852	8073	アシナガ
あしゅ	1852	1852	7084	アシュ
あしゅら	1852	1852	6514	アシュラ
あじす	1925	1925	6927	アジス
あじむ	1925	1925	6387	アジム
あすま	1925	1925	5439	アスマ
あすわ	1924	1924	7166	アスワ
あず	1925	1925	4851	アズ
あずき	1924	1924	8240	アヅキ
あずま	1925	1925	5202	アズマ
あせ	1852	1852	6948	アセ
あそ	1924	1924	5395	アソ
あそびごころ	1852	1852	7962	アソビゴコロ
あたか	1924	1924	6616	アタカ
あたし	1900	1900	3444	アタシ
あたふた	1842	1842	6459	アタフタ
あたりまえ	1932	1932	6262	アタリマエ
あだ	1852	1852	6365	アダ
あだす	622	622	6726	アダス
あだま	1925	1925	6239	アダマ
あちき	1900	1900	5691	アチキ
あちこち	1900	1900	4496	アチコチ
あちら	1900	1900	5173	アチラ
あっけ	1852	1852	8580	アッケ
あっさり	16	16	4374	アッサリ
あっち	1900	1900	4642	アッチ
あっと	12	12	4974	アット
あっぴ	1925	1925	6573	アッピ
あつい	2424	2424	4731	アツイ
あつく	2453	2453	6261	アツク
あづき	1924	1924	7089	アヅキ
あと	1852	1852	6441	アト
あとべ	1924	1924	7099	アトベ
あとみ	1924	1924	5880	アトミ
あなた	1900	1900	3239	アナタ
あに	1852	1852	5338	アニ
あにき	1852	1852	5915	アニキ
あね	1852	1852	7257	アネ
あねご	1852	1852	6711	アネゴ
あねっくす	1921	1921	4365	アネックス
あの	2658	2658	3641	アノ
あば	1925	1925	4833	アバ
あばく	723	723	6291	アバク
あばしり	1925	1925	7008	アバシリ
あばた	1852	1852	5897	アバタ
あばれる	680	680	7445	アバレル
あふれる	680	680	6981	アフレル
あぶら	1852	1852	6104	アブラ
あぶらや	1852	1852	9519	アブラヤ
あべ	1924	1924	4463	アベ
あほう	1932	1932	6534	アホウ
あぼ	1925	1925	5913	アボ
あまい	2424	2424	5462	アマイ
あまぎ	1925	1925	5893	アマギ
あまご	1923	1923	5275	アマゴ
あまてらすおおみかみ	1922	1922	4444	アマテラスオオミカミ
あまのがわ	1852	1852	8250	アマノガワ
あみた	1924	1924	5857	アミタ
あむろ	1924	1924	4046	アムロ
あめあられ	1852	1852	9028	アメアラレ
あめや	1925	1925	6100	アメヤ
あやか	1923	1923	4929	アヤカ
あやし	2460	2460	5129	アヤシ
あやしく	2471	2471	6556	アヤシク
あやしげ	1932	1932	7327	アヤシゲ
あら	1852	1852	5543	アラ
あらい	1852	1852	6262	アライ
あらいぐま	1852	1852	5670	アライグマ
あらお	1924	1924	6924	アラオ
あらき	1924	1924	5363	アラキ
あらくれ	1852	1852	8311	アラクレ
あらし	1852	1852	6893	アラシ
あらじ	1925	1925	6442	アラジ
あらすじ	1852	1852	8761	アラスジ
あらせ	1924	1924	6646	アラセ
あらだ	1925	1925	7254	アラダ
あらど	1925	1925	5254	アラド
あらや	1924	1924	5513	アラヤ
あらゆる	2658	2658	6572	アラユル
あらわざ	1852	1852	9246	アラワザ
ありあけ	1925	1925	6451	アリアケ
ありかた	1852	1852	9360	アリカタ
ありがたみ	1852	1852	8944	アリガタミ
ありがと	2590	2590	4894	アリガト
ありきたり	1932	1932	8121	アリキタリ
ありすとてれす	1922	1922	3250	アリストテレス
ありま	1924	1924	6134	アリマ
あるじ	1852	1852	7473	アルジ
あれこれ	1842	1842	5509	アレコレ
あれよあれよ	2590	2590	6655	アレヨアレヨ
