1がつこう	1910	1950	7303	1月校
1がつこう	1910	1950	7803	一月校
1がつご	1910	2005	7090	1月後
1がつご	1910	2005	7590	一月後
1がつごろ	1910	2000	7701	1月頃
1がつぶん	1910	1950	6403	1月分
1がつぶん	1910	1950	6903	一月分
1がつまつ	1910	2007	5086	1月末
1がつまつ	1910	2007	5586	一月末
1つきなか	1910	2002	7468	1月中
1つきなか	1910	2002	7968	一月中
2がつごう	1910	1950	5585	2月号
2がつごう	1910	1950	6085	二月号
2がつごろ	1910	2000	5923	2月頃
2がつごろ	1910	2000	6423	二月頃
2がつまつ	1910	2007	4967	2月末
2がつまつ	1910	2007	5467	二月末
2つきなか	1910	2002	5932	2月中
2つきなか	1910	2002	6432	二月中
3がつい	1910	1950	7407	3月位
3がつい	1910	1950	7907	三月位
3がつき	1910	1972	6865	3月期
3がつき	1910	1972	7365	三月期
3がつごう	1910	1950	5468	3月号
3がつごう	1910	1950	5968	三月号
3がつごろ	1910	2000	5592	3月頃
3がつごろ	1910	2000	6092	三月頃
3がつちゅう	1910	2002	5969	3月中
3がつちゅう	1910	2002	6469	三月中
3がつまつ	1910	2007	4478	3月末
3がつまつ	1910	2007	4978	三月末
3つきなか	1910	2002	5491	3月中
3つきなか	1910	2002	5991	三月中
4がつがしら	1910	2010	7674	4月頭
4がつき	1910	1972	6605	4月期
4がつき	1910	1972	7105	四月期
4がつごう	1910	1950	5309	4月号
4がつごう	1910	1950	5809	四月号
4がつごろ	1910	2000	5639	4月頃
4がつごろ	1910	2000	6139	四月頃
4がつせい	1910	1950	7225	4月生
4がつせい	1910	1950	7725	四月生
4がつまつ	1910	2007	4866	4月末
4がつまつ	1910	2007	5366	四月末
4つきなか	1910	2002	5458	4月中
4つきなか	1910	2002	5958	四月中
5がつい	1910	1950	7302	5月位
5がつい	1910	1950	7802	五月位
5がつごう	1910	1950	5335	5月号
5がつごう	1910	1950	5835	五月号
5がつごろ	1910	2000	5472	5月頃
5がつごろ	1910	2000	5972	五月頃
5がつびょう	1910	1950	5976	5月病
5がつびょう	1910	1950	6476	五月病
5がつぶん	1910	1950	6247	5月分
5がつぶん	1910	1950	6747	五月分
5がつまつ	1910	2007	4823	5月末
5がつまつ	1910	2007	5323	五月末
6がつい	1910	1950	7339	6月位
6がつい	1910	1950	7839	六月位
6がつごろ	1910	2000	5437	6月頃
6がつごろ	1910	2000	5937	六月頃
6がつびょう	1910	1950	7412	6月病
6がつびょう	1910	1950	7912	六月病
6がつまつ	1910	2007	4940	6月末
6がつまつ	1910	2007	5440	六月末
7がつき	1910	1972	6814	7月期
7がつき	1910	1972	7314	七月期
7がつごろ	1910	2000	5722	7月頃
7がつごろ	1910	2000	6222	七月頃
7がつまつ	1910	2007	5049	7月末
7がつまつ	1910	2007	5549	七月末
7つきなか	1910	2002	5990	7月中
7つきなか	1910	2002	6490	七月中
8がつごろ	1910	2000	5847	8月頃
8がつごろ	1910	2000	6347	八月頃
8がつまつ	1910	2007	4943	8月末
8がつまつ	1910	2007	5443	八月末
9がつき	1910	1972	7128	9月期
9がつき	1910	1972	7628	九月期
9がつごろ	1910	2000	5585	9月頃
9がつごろ	1910	2000	6085	九月頃
9がつぶん	1910	1950	6486	9月分
9がつぶん	1910	1950	6986	九月分
9がつまつ	1910	2007	4925	9月末
9がつまつ	1910	2007	5425	九月末
9つきなか	1910	2002	6039	9月中
9つきなか	1910	2002	6539	九月中
