あぎょう	1851	1851	6617	あ行
あぎょう	1851	1851	7283	ア行
あだん	1851	1851	8333	あ段
あだん	1851	1851	8062	ア段
いだん	1851	1851	7582	い段
いだん	1851	1851	7831	イ段
うだん	1851	1851	8157	う段
うだん	1851	1851	7971	ウ段
えだん	1851	1851	8397	え段
えだん	1851	1851	8048	エ段
おだん	1851	1851	8623	お段
おだん	1851	1851	8094	オ段
かぎょう	1851	1851	6533	か行
かぎょう	1851	1851	6996	カ行
がぎょう	1851	1851	6408	が行
がぎょう	1851	1851	7409	ガ行
さぎょう	1851	1851	6434	さ行
さぎょう	1851	1851	6626	サ行
ざぎょう	1851	1851	8281	ざ行
ざぎょう	1851	1851	7895	ザ行
たぎょう	1851	1851	6075	た行
たぎょう	1851	1851	7029	タ行
だぎょう	1851	1851	8079	だ行
だぎょう	1851	1851	7712	ダ行
なぎょう	1851	1851	6362	な行
なぎょう	1851	1851	7483	ナ行
はぎょう	1851	1851	6150	は行
はぎょう	1851	1851	6826	ハ行
ばぎょう	1851	1851	7752	ば行
ばぎょう	1851	1851	7614	バ行
ぱぎょう	1851	1851	8108	ぱ行
ぱぎょう	1851	1851	7440	パ行
まぎょう	1851	1851	6702	ま行
まぎょう	1851	1851	7255	マ行
やぎょう	1851	1851	6257	や行
やぎょう	1851	1851	7404	ヤ行
らぎょう	1851	1851	6732	ら行
らぎょう	1851	1851	6718	ラ行
わぎょう	1851	1851	6731	わ行
わぎょう	1851	1851	7506	ワ行
