あさん	1924	1924	5908	牙山
あっくじょんどん	1924	1924	6522	狎鴎亭洞
あっくじょんどん	1924	1924	8128	狎鷗亭洞
いちょん	1924	1924	6018	利川
いで	1924	1924	6003	梨大
いむじんがん	1924	1924	6198	臨津江
うぃじょんぶ	1924	1924	5876	議政府
うぉんじゅ	1924	1924	5733	原州
うるちろ	1924	1924	5460	乙支路
かんびょん	1924	1924	6673	江辺
かんふぁど	1924	1924	5719	江華島
きょぼ	1920	1920	5701	教保
きょんじゅ	1924	1924	5271	慶州
きょんひ	1920	1920	5717	慶煕
きょんぶ	1920	1920	5388	京釜
くぁちょん	1924	1924	6518	果川
くぁんじんぐ	1924	1924	6419	広津区
くんふー	1851	1851	6894	功夫
こじぇ	1924	1924	5938	巨済
こじぇど	1924	1924	6061	巨済島
こちゃん	1924	1924	6372	高敞
こんじゅ	1924	1924	5752	公州
さむそん	1924	1924	5405	三成
さむちょく	1924	1924	6208	三陟
さんあむどん	1924	1924	6110	上岩洞
しふん	1924	1924	5986	始興
しらぎ	1924	1924	5270	新羅
しるら	1924	1924	5584	新羅
しんだんどん	1924	1924	6746	新堂洞
しんら	1924	1924	5282	新羅
せじょんの	1924	1924	6683	世宗路
そぎぽ	1924	1924	5662	西帰浦
そごんどん	1924	1924	6583	小公洞
そちょ	1924	1924	5540	瑞草
そちょぐ	1924	1924	5912	瑞草区
そっくらむ	1920	1920	5808	石窟庵
そでむん	1924	1924	5668	西大門
そでむんぐ	1924	1924	6541	西大門区
そみょん	1924	1924	5200	西面
そらくさん	1920	1920	5722	雪岳山
そんぎゅんぐぁん	1920	1920	4937	成均館
そんぶく	1924	1924	5713	城北
ちゃむしる	1924	1924	6503	蚕室
ちゅんじゅ	1924	1924	5826	忠州
ちゅんちょんど	1924	1924	5991	忠清道
ちゅんぶく	1924	1924	6046	忠北
ちょげさ	1920	1920	7342	曹渓寺
ちょるらなむど	1924	1924	7180	全羅南道
ちょんじゅ	1924	1924	6442	清州
ちょんなむ	1924	1924	5834	全南
ちょんにゃんに	1924	1924	6061	清涼里
ちょんの	1924	1924	5684	鐘路
ちょんぶく	1924	1924	5539	全北
ちょんわで	1924	1924	5408	青瓦台
てべく	1924	1924	5652	太白
とぅさん	1924	1924	7122	斗山
とんでむんぐ	1924	1924	6618	東大門区
とんね	1924	1924	6075	東莱
とんね	1924	1924	6672	東萊
とんよん	1924	1924	5795	統営
なじゅ	1924	1924	6119	羅州
なむでむん	1924	1924	6511	南大門
なむぽどん	1924	1924	5606	南浦洞
なんでむん	1924	1924	6409	南大門
なんでむんしじゃん	1920	1920	5216	南大門市場
のんさん	1924	1924	6147	論山
はぷちょん	1924	1924	6435	陜川
はるらさん	1920	1920	5402	漢拏山
はんがん	1924	1924	4860	漢江
はんなむどん	1924	1924	5665	漢南洞
はんやん	1924	1924	5092	漢陽
ぴょんちゃん	1924	1924	4992	平昌
ぶんだん	1924	1924	5767	盆唐
ぷちょん	1924	1924	6605	富川
ぷっかんさん	1920	1920	5637	北漢山
ぷるぐくさ	1920	1920	6004	仏国寺
ぷんだん	1924	1924	6246	盆唐
へいんさ	1920	1920	5823	海印寺
へうんで	1924	1924	5281	海雲台
へふぁ	1924	1924	6297	恵化
ほんいく	1920	1920	5463	弘益
ほんちょん	1924	1924	6671	洪川
ぽはん	1924	1924	5785	浦項
みりゃん	1924	1924	5915	密陽
むんぎょん	1924	1924	6053	聞慶
もくとん	1924	1924	6057	木洞
やんやん	1924	1924	6224	襄陽
よくさむどん	1924	1924	6472	駅三洞
よじゅ	1924	1924	6289	驪州
よんいん	1924	1924	5438	龍仁
よんさんぐ	1924	1924	5931	龍山区
よんじょんど	1924	1924	6299	永宗島
よんどぅんぽ	1924	1924	5362	永登浦
よんなむ	1924	1924	6560	嶺南
よんぴょん	1924	1924	7797	延坪
よんぴょんど	1924	1924	6159	延坪島
わんしむに	1924	1924	6226	往十里
