あいき	1851	1851	6285	愛機
あいさい	1924	1924	4895	愛西
あいさいし	1924	1924	5742	愛西市
あいぜんご	1841	1841	7363	相前後
あいそう	1851	1851	6071	愛想
あいだい	1920	1920	5066	愛大
あいちょう	1841	1841	6748	愛聴
あいちょうばん	1851	1851	7379	愛聴盤
あいなん	1924	1924	4996	愛南
あいなんちょう	1924	1924	5850	愛南町
あいびき	1841	1841	7248	合挽き
あいびょう	1851	1851	5372	愛猫
あいびょうか	1851	1851	6905	愛猫家
あおいく	1924	1924	5073	葵区
あおおび	1851	1851	6796	青帯
あおざかな	1851	1851	6261	青魚
あおじる	1920	1920	4141	青汁
あおねぎ	1851	1851	7512	青葱
あおほん	1851	1851	6878	青本
あおぼうず	1851	1851	7889	藍坊主
あおみ	1851	1851	6821	青味
あおみどり	1851	1851	6038	青緑
あおむらさき	1851	1851	6763	青紫
あか	1851	1851	6514	亜科
あかあお	1851	1851	6457	赤青
あかがねいろ	1851	1851	6866	銅色
あかくろ	1851	1851	6446	赤黒
あかぐみ	1851	1851	6442	紅組
あかしま	1924	1924	5573	阿嘉島
あかしろ	1851	1851	6167	赤白
あかじそ	1851	1851	6799	赤紫蘇
あかじょうちん	1851	1851	8186	赤提灯
あかちゃ	1851	1851	6174	赤茶
あかちゃんがえり	1841	1841	6716	赤ちゃん返り
あかぢょうちん	1851	1851	7035	赤提灯
あかてん	1851	1851	6090	赤点
あかふく	1920	1920	4342	赤福
あかふくもち	1920	1920	5207	赤福餅
あかみ	1851	1851	6258	赤味
あかみどり	1851	1851	6474	赤緑
あかむらさき	1851	1851	5922	赤紫
あきかん	1851	1851	7353	空缶
あきぐも	1851	1851	7579	秋雲
あきごう	1851	1851	6873	秋号
あきごろ	1851	1851	6093	秋頃
あきたかた	1924	1924	4859	安芸高田
あきたかたし	1924	1924	5667	安芸高田市
あきひめ	1920	1920	4941	章姫
あきびん	1851	1851	7356	空瓶
あきまつり	1851	1851	7140	秋祭
あくろ	1851	1851	5803	悪路
あけい	1931	1931	5870	亜型
あげぐん	1924	1924	6646	安芸郡
あさがた	1851	1851	6450	朝型
あさぎりちょう	1924	1924	6041	あさぎり町
あさしお	1851	1851	6999	朝潮
あさてい	1851	1851	7135	朝定
あさなわ	1851	1851	7263	麻縄
あさのみ	1851	1851	7244	麻の実
あさひがおか	1924	1924	6065	朝日ヶ丘
あさひく	1924	1924	4961	旭区
あさひし	1924	1924	5007	旭市
あさひちょう	1924	1924	5188	旭町
あさひまち	1924	1924	5167	旭町
あさひも	1851	1851	6908	麻ひも
あさひも	1851	1851	6587	麻紐
あさひる	1851	1851	6673	朝昼
あさひるばん	1851	1851	6465	朝昼晩
あさぶくろ	1851	1851	6782	麻袋
あしがた	1851	1851	6306	足型
あしげ	1851	1851	6814	芦毛
あしさき	1851	1851	5535	足先
あしたば	1851	1851	6603	明日葉
あしてまとい	1851	1851	7546	足手まとい
あしでまとい	1851	1851	6628	足手まとい
あしのまきおんせん	1924	1924	5692	芦ノ牧温泉
